ticket_id,created_date,resolved_date,category,sub_category,priority,status,subject,description,resolution,product_service,department,satisfaction_rating,time_to_resolution_hours,text_length
TKT-13175,2024-02-23,2024-02-23 06:00:00,Hardware,Printer,High,Closed,Printer printing blank pages,"hi it, the hp printer near my desk is feeding paper through but every page comes out completely blank. the toner was just replaced last week. i checked and my internet connection seems fine. i have a client deliverable due in 2 hours and this is stopping me.","New toner cartridge had shipping seal still attached. Removed the protective seal strip, ran cleaning cycle, and printed test page successfully. User confirmed normal printing resumed.",HP ZBook Fury,Finance,5.0,6.0,258
TKT-13176,2023-07-08,2023-07-08 20:12:00,Network,Firewall,High,Closed,New service needs firewall exception,"hi it, we're deploying a new fortinet fortigate instance and need ports 443 and 8080 opened between the app server (10.0.5.20) and the database server (10.0.6.15). change request cr-4521 approved. i'm in building a if someone needs to come look at it. multiple people on my team are affected and we're all blocked. thanks.",Created firewall rules per CR-4521: allowed TCP/443 and TCP/8080 between specified hosts. Rules tested and verified. Notified requestor that the change is live.,Fortinet FortiGate,Legal,1.0,20.2,322
TKT-13177,2025-10-23,2025-10-23 00:48:00,Database,Data Integrity,Critical,Closed,Duplicate records appearing in database,"hey, we're seeing duplicate customer records in the database — some customers appear 3-4 times with slightly different data. it's messing up our reports and billing. this started happening yesterday. we have an sla breach in 30 minutes if this isn't resolved. thank you.","Found missing unique constraint on the import table allowing duplicate inserts. De-duplicated existing records (merged 3,400 duplicates), added unique constraint on customer ID + email, and fixed the import script validation.",Amazon RDS,Finance,4.0,0.8,270
TKT-13178,2023-07-04,2023-07-05 10:06:00,Access/Permissions,New Account,Medium,Resolved,Intern accounts needed for summer program,"hello support, we have 8 summer interns starting june 1st across sales. they each need basic accounts with email, internet access, and cyberark. here's the list of names. i'm on a tight deadline so this is really blocking me. i cleared my browser cache but it didn't help. would appreciate a fix when you get a chance — moderately impactful. let me know if you need more info.",Batch-created 8 intern accounts with September 1st expiration. Provisioned email and basic application access for all. Generated credential sheets for each intern. Sent to HR coordinator for distribution.,CyberArk,Human Resources,3.0,34.1,376
TKT-13179,2023-05-04,2023-05-04 12:00:00,Network,WiFi,Low,Closed,Guest WiFi not working,"good morning, we have clients visiting today and the guest wifi network isn't showing up at all. they need internet access for a presentation in 2 hours. other people on my team are seeing the same thing. this can wait — just wanted to log it so it doesn't get forgotten.",Guest SSID broadcast had been accidentally disabled during last night's maintenance window. Re-enabled the SSID and verified guest isolation is still properly configured. Network now visible and functional.,pfSense,Logistics,4.0,12.0,271
TKT-13181,2024-06-08,2024-06-08 16:48:00,Hardware,Laptop,Low,Closed,"Laptop extremely slow, takes 15 min to boot","hey, my laptop has been getting slower and slower over the past month. now it takes about 15 minutes from pressing power to being able to actually open anything. task manager shows disk at 100% constantly. i'm on a tight deadline so this is really blocking me.","Ran diagnostics — hard drive had significant bad sectors and was failing (SMART status: predicted failure). Replaced HDD with SSD, cloned user data, and reimaged. Boot time now under 30 seconds.",Surface Pro 9,Sales,4.0,16.8,260
TKT-13182,2023-11-09,2023-11-09 03:24:00,Cloud/Infrastructure,Service Outage,Critical,Resolved,Production service completely down,"good morning, our customer-facing github actions application is completely down. users getting 503 errors. multiple teams reporting issues. started about 15 minutes ago. all work has stopped. this needs to be fixed in the next hour.",Root cause: expired TLS certificate on the load balancer. Renewed certificate and installed on all load balancer nodes. Service restored within 20 minutes of escalation. Implemented certificate expiry monitoring to alert 30 days before expiration.,GitHub Actions,Customer Support,5.0,3.4,232
TKT-13185,2025-12-23,2025-12-23 04:06:00,Access/Permissions,New Account,High,Closed,Intern accounts needed for summer program,"hi, we have 8 summer interns starting june 1st across executive. they each need basic accounts with email, internet access, and jumpcloud. here's the list of names. i noticed this after the last update. i have a client deliverable due in 2 hours and this is stopping me.",Batch-created 8 intern accounts with September 1st expiration. Provisioned email and basic application access for all. Generated credential sheets for each intern. Sent to HR coordinator for distribution.,JumpCloud,Executive,3.0,4.1,270
TKT-13186,2024-11-04,2024-11-04 17:36:00,Software,Compatibility,High,Closed,Legacy app not working on Windows 11,"hey team, our department relies on adobe creative cloud which is an older application. since upgrading to windows 11, it won't launch at all. we need this app daily — there's no replacement yet. this is only happening on my machine. i cleared my browser cache but it didn't help. multiple people on my team are affected and we're all blocked. thank you.",Configured application to run in Windows 8 compatibility mode with admin privileges. Also installed legacy .NET Framework 3.5 component. Application now launches and functions correctly.,Adobe Creative Cloud,Product,3.0,17.6,353
TKT-13187,2025-09-11,2025-09-12 14:06:00,Hardware,Printer,Low,Closed,Can't find network printer,"i just moved to a new desk in annex and i can't find any printers when i try to add one. i need access to the nearest printer for daily reports. i noticed this after the last update. this is a minor inconvenience, not urgent at all. please advise.",Added user's new subnet to the printer discovery scope. Mapped the nearest network printer (3rd floor copier) to user's workstation. Test print successful.,Lenovo ThinkPad X1,Sales,4.0,38.1,247
TKT-13188,2023-01-11,2023-01-11 01:00:00,Network,WiFi,Critical,Resolved,Can't connect to corporate WiFi,"hello, my laptop won't connect to the corporate wifi network. it sees the network but when i enter my credentials it just spins and eventually fails. personal hotspot works fine.",User's machine certificate for 802.1X authentication had expired. Renewed the certificate through the internal CA and reconnected. WiFi authentication now succeeds.,Ubiquiti UniFi,Sales,5.0,1.0,178
TKT-13189,2025-03-03,2025-03-03 02:24:00,Database,Data Integrity,Critical,Closed,NULL values in required fields,found a bunch of null values in fields that should be mandatory — like order amount and customer name. about 500 records affected. data was loaded by the automated process. i'm working remotely today if that matters. restarting the application didn't fix it. this is completely blocking production — we are losing revenue every minute.,Input validation was missing in the data pipeline for these fields. Added NOT NULL constraints to the database columns and added validation checks in the ETL pipeline with proper error handling. Manually fixed the 500 affected records from source data.,Snowflake,Marketing,5.0,2.4,335
